transaction_id,employee_id,punch_datetime,device_no,status,mandt,P_Day,ISManual,data_flag,record_datetime
9991843,13991307,2023-12-01T13:46:21,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991844,13000761,2023-12-01T13:55:10,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991845,13000731,2023-12-01T14:08:17,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991846,13991415,2023-12-01T14:38:52,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991847,13000676,2023-12-01T16:27:07,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991848,13000757,2023-12-01T19:00:57,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991849,13000760,2023-12-01T19:11:49,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991850,13000085,2023-12-01T19:24:13,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991851,13000023,2023-12-01T19:24:35,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991852,13000751,2023-12-01T19:25:32,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991853,13000427,2023-12-01T19:51:03,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991854,13991375,2023-12-01T20:03:22,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991855,13000583,2023-12-01T20:03:43,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991856,13991446,2023-12-01T20:38:39,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991857,13991447,2023-12-01T20:38:53,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991858,13991430,2023-12-01T20:52:33,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991859,13000672,2023-12-01T20:53:05,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991834,13991447,2023-12-01T11:15:22,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991860,13991462,2023-12-01T21:03:12,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991861,13991463,2023-12-01T21:03:32,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991862,13000186,2023-12-01T21:17:02,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991863,13000679,2023-12-01T22:00:14,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991864,13000758,2023-12-01T22:00:46,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991865,13000761,2023-12-01T22:01:28,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991866,13991460,2023-12-01T22:04:51,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991867,13000756,2023-12-01T22:04:54,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991868,13000722,2023-12-01T22:06:12,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991869,13000321,2023-12-01T22:06:24,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991870,13000759,2023-12-01T22:08:40,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991871,13991387,2023-12-01T22:10:22,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991872,13000585,2023-12-01T22:43:09,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991873,13000393,2023-12-01T23:07:04,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991874,13000075,2023-12-01T23:13:48,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991875,13991423,2023-12-01T23:13:58,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991876,13000031,2023-12-01T23:14:35,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991877,13000676,2023-12-01T23:23:57,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991878,13000763,2023-12-01T23:28:55,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991879,13991307,2023-12-01T23:35:45,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991880,13000014,2023-12-01T23:37:35,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991881,13000751,2023-12-02T09:59:27,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991882,13000585,2023-12-02T09:59:44,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991883,13991462,2023-12-02T09:59:50,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991884,13000085,2023-12-02T10:02:18,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991885,13000757,2023-12-02T10:03:41,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991886,13000735,2023-12-02T10:05:13,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991887,13000760,2023-12-02T10:08:43,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991888,13991375,2023-12-02T10:14:45,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991889,13000763,2023-12-02T10:32:54,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991891,13991387,2023-12-02T11:04:50,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991892,13000427,2023-12-02T11:05:06,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991893,13000186,2023-12-02T11:08:10,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991894,13991446,2023-12-02T11:08:19,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991895,13991430,2023-12-02T11:08:26,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991896,13991447,2023-12-02T11:08:42,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991897,13000748,2023-12-02T11:15:47,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991898,13000758,2023-12-02T12:09:55,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991899,13000679,2023-12-02T12:17:45,43,01,300,N,N,API,2023-12-15 11:36:57.819639
