transaction_id,employee_id,punch_datetime,device_no,status,mandt,P_Day,ISManual,data_flag,record_datetime
9991900,13991463,2023-12-02T12:24:14,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991901,13000583,2023-12-02T12:49:06,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991902,13000756,2023-12-02T12:53:57,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991903,13000321,2023-12-02T12:54:51,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991904,13000393,2023-12-02T13:00:13,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991905,13000722,2023-12-02T13:03:50,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991906,13000731,2023-12-02T13:05:46,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991907,13000759,2023-12-02T13:11:27,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991908,13991460,2023-12-02T13:17:01,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991909,13991423,2023-12-02T13:35:16,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991910,13000031,2023-12-02T13:37:18,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991911,13000672,2023-12-02T14:12:27,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991912,13000014,2023-12-02T14:12:40,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991913,13991307,2023-12-02T14:13:09,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991914,13000676,2023-12-02T14:16:26,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991915,13000075,2023-12-02T15:00:18,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991916,13000427,2023-12-02T18:25:37,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991917,13000023,2023-12-02T19:15:36,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991918,13000757,2023-12-02T19:20:10,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991919,13000751,2023-12-02T20:00:09,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991920,13991462,2023-12-02T20:06:55,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991921,13991463,2023-12-02T20:07:10,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991922,13000085,2023-12-02T20:20:10,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991923,13000186,2023-12-02T20:20:20,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991924,13991430,2023-12-02T20:20:42,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991925,13991446,2023-12-02T20:23:06,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991926,13000748,2023-12-02T20:26:13,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991927,13000735,2023-12-02T20:26:17,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991928,13991375,2023-12-02T20:33:06,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991929,13000760,2023-12-02T21:37:14,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991930,13991387,2023-12-02T22:00:52,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991931,13000758,2023-12-02T22:02:22,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991932,13000679,2023-12-02T22:07:34,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991933,13000756,2023-12-02T22:10:56,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991934,13000762,2023-12-02T22:36:22,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991935,13000722,2023-12-02T22:37:04,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991936,13000759,2023-12-02T22:58:30,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991937,13991460,2023-12-02T23:01:07,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991938,13000321,2023-12-02T23:01:45,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991939,13000014,2023-12-02T23:15:10,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991940,13000672,2023-12-02T23:15:21,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991941,13991447,2023-12-02T23:15:32,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991942,13000676,2023-12-02T23:16:12,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991943,13000585,2023-12-02T23:24:33,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991944,13000075,2023-12-02T23:37:43,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991945,13000031,2023-12-02T23:48:57,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991946,13991423,2023-12-02T23:50:14,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991947,13000393,2023-12-02T23:50:24,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991948,13000731,2023-12-02T22:12:05,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991949,13000731,2023-12-03T11:00:06,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991950,13000186,2023-12-03T11:04:20,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991951,13991447,2023-12-03T11:04:29,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991952,13991430,2023-12-03T11:07:24,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991953,13000748,2023-12-03T11:16:53,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991954,13991387,2023-12-03T11:35:00,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991955,13000393,2023-12-03T11:56:27,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991956,13991375,2023-12-03T11:57:52,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991957,13000735,2023-12-03T11:59:50,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991958,13991415,2023-12-03T12:20:06,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991959,13000031,2023-12-03T13:02:00,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991960,13991423,2023-12-03T13:02:09,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991961,13000756,2023-12-03T13:02:50,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991962,13000751,2023-12-03T13:06:54,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991963,13000751,2023-12-03T13:07:04,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991964,13000585,2023-12-03T13:07:19,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991965,13991462,2023-12-03T13:07:25,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991966,13991460,2023-12-03T13:07:30,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991967,13000763,2023-12-03T13:07:40,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991968,13000763,2023-12-03T13:07:49,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991969,13991460,2023-12-03T13:07:50,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991970,13991462,2023-12-03T13:09:04,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991971,13000075,2023-12-03T13:09:57,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991972,13000679,2023-12-03T13:15:17,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991973,13000761,2023-12-03T13:15:35,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991974,13991463,2023-12-03T13:23:40,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991975,13000722,2023-12-03T13:24:22,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991976,13000759,2023-12-03T13:24:38,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991977,13000676,2023-12-03T14:03:12,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991978,13000321,2023-12-03T14:04:10,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991979,13000672,2023-12-03T14:07:59,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991980,13000014,2023-12-03T14:09:48,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991981,13991446,2023-12-03T15:42:15,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991982,13991415,2023-12-03T15:48:46,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991983,13991447,2023-12-03T20:15:27,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991984,13000748,2023-12-03T20:20:41,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991985,13000186,2023-12-03T20:49:55,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9991986,13991375,2023-12-03T21:09:00,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991987,13000735,2023-12-03T21:21:23,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991988,13000679,2023-12-03T21:55:54,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991989,13000751,2023-12-03T22:09:55,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991990,13000761,2023-12-03T22:10:10,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9991991,13991387,2023-12-03T22:11:40,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991992,13000731,2023-12-03T22:11:52,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9991993,13000321,2023-12-03T22:12:26,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991994,13991460,2023-12-03T22:12:36,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991995,13991462,2023-12-03T22:13:06,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991996,13991463,2023-12-03T22:13:17,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991997,13000759,2023-12-03T22:14:21,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991998,13000722,2023-12-03T22:15:10,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9991999,13000393,2023-12-03T22:22:01,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992000,13991423,2023-12-03T22:22:10,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992001,13000075,2023-12-03T22:23:02,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992002,13000031,2023-12-03T22:23:10,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992003,13000763,2023-12-03T22:47:19,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992004,13000585,2023-12-03T22:59:48,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992005,13991430,2023-12-03T23:12:48,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992006,13991446,2023-12-03T23:12:56,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992007,13000014,2023-12-03T23:13:01,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992008,13000672,2023-12-03T23:13:16,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992009,13000735,2023-12-04T09:59:51,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992010,13000758,2023-12-04T09:59:53,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992011,13000085,2023-12-04T10:00:44,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992012,13000757,2023-12-04T10:01:06,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992013,13991375,2023-12-04T10:19:11,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992014,13000672,2023-12-04T11:04:29,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992015,13991446,2023-12-04T11:05:00,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992016,13991387,2023-12-04T11:07:32,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992017,13000427,2023-12-04T11:07:37,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992018,13991447,2023-12-04T11:09:45,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992019,13000583,2023-12-04T11:26:06,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992020,13000748,2023-12-04T11:33:16,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992021,13000722,2023-12-04T13:00:17,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992022,13000393,2023-12-04T13:01:25,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992023,13000761,2023-12-04T13:05:53,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992024,13000075,2023-12-04T13:07:36,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992025,13991423,2023-12-04T13:10:54,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992026,13000321,2023-12-04T13:14:19,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992027,13000756,2023-12-04T13:28:09,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992028,13991307,2023-12-04T13:45:35,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992029,13000014,2023-12-04T14:14:11,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992030,13000676,2023-12-04T14:20:43,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992031,00001981,2023-12-04T15:50:00,1,01,300,N,N,API,2023-12-15 11:36:57.819639
9992032,13991460,2023-12-04T16:27:37,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992033,13000023,2023-12-04T19:03:39,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992034,13000757,2023-12-04T19:04:29,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992035,13000735,2023-12-04T19:06:23,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992036,13000758,2023-12-04T19:11:14,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992037,13000763,2023-12-04T19:11:27,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992038,13000751,2023-12-04T19:17:07,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992039,13000760,2023-12-04T19:17:28,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992040,13000186,2023-12-04T19:34:08,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992041,13991375,2023-12-04T20:02:23,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992042,13000672,2023-12-04T20:05:13,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992043,13991447,2023-12-04T20:10:41,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992044,13000748,2023-12-04T20:11:47,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992045,13991446,2023-12-04T20:25:15,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992046,13000427,2023-12-04T20:39:16,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992047,13000085,2023-12-04T21:45:24,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992048,13991462,2023-12-04T21:47:08,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992049,13991463,2023-12-04T21:47:19,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992050,13000756,2023-12-04T21:58:32,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992051,13000722,2023-12-04T22:03:15,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992052,13000761,2023-12-04T22:03:39,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992053,13000075,2023-12-04T22:06:53,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992054,13991423,2023-12-04T22:15:19,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992055,13000393,2023-12-04T22:15:47,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992056,13000321,2023-12-04T22:24:37,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992057,13991307,2023-12-04T23:42:05,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992065,13000676,2023-12-04T23:42:21,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992066,13000014,2023-12-04T23:42:43,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992070,13991387,2023-12-04T22:01:15,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992071,13000427,2023-12-05T11:35:38,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992072,13991387,2023-12-05T11:37:59,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992073,13991423,2023-12-05T11:45:16,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992074,13000031,2023-12-05T11:45:36,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992075,13000583,2023-12-05T11:46:12,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992076,13000722,2023-12-05T12:48:28,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992077,13000759,2023-12-05T12:49:12,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992078,13000679,2023-12-05T12:49:20,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992079,13000756,2023-12-05T13:03:10,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992080,13000761,2023-12-05T13:03:22,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992081,13000321,2023-12-05T13:13:00,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992082,13000676,2023-12-05T13:14:16,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992083,13991430,2023-12-05T13:44:22,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992084,13000014,2023-12-05T14:14:43,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992085,13000756,2023-12-05T19:01:11,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992086,13000023,2023-12-05T19:14:25,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992087,13991415,2023-12-05T20:00:23,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992088,13000672,2023-12-05T20:35:03,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992089,13991446,2023-12-05T20:36:28,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992090,13991447,2023-12-05T20:37:50,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992091,13000085,2023-12-05T20:54:41,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992092,13991462,2023-12-05T21:40:11,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992093,13991463,2023-12-05T21:46:59,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992094,13991387,2023-12-05T21:58:04,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992095,13000427,2023-12-05T21:58:09,45,01,300,N,N,API,2023-12-15 11:36:57.819639
9992096,13000679,2023-12-05T22:01:02,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992097,13000759,2023-12-05T22:03:01,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992098,13000722,2023-12-05T22:03:06,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992099,13000761,2023-12-05T22:04:25,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992100,13000585,2023-12-05T22:09:30,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992101,13000321,2023-12-05T22:13:13,46,01,300,N,N,API,2023-12-15 11:36:57.819639
9992102,13000031,2023-12-05T22:14:34,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992103,13000758,2023-12-05T23:08:32,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992104,13000757,2023-12-05T23:08:51,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992105,13991423,2023-12-05T23:09:18,43,01,300,N,N,API,2023-12-15 11:36:57.819639
9992106,13000676,2023-12-05T23:33:57,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992107,13991430,2023-12-05T23:34:30,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992108,13000014,2023-12-05T23:37:21,27,01,300,N,N,API,2023-12-15 11:36:57.819639
9992067,13000672,2023-12-05T11:12:41,27,01,300,N,N,API,2023-12-15 11:36:57.819639
